Order_ID,Date,Region,Country,Product_Category,Product_Name,Units_Sold,Unit_Price,Total_Revenue,Sales_Rep,Currency,Year
ORD-000081,2023-07-27,Europe,United Kingdom,Food & Beverage,Protein Supplement 2kg,405,88.46,35826.3,David Lindqvist,GBP,2023
ORD-000082,2023-05-10,North America,Mexico,Consumer Goods,Stainless Steel Cookware Set,63,257.61,16229.43,Ingrid Sharma,MXN,2023
ORD-000083,2022-07-10,Latin America,Chile,Raw Materials,Copper Wire Spool 500m,466,297.73,138742.18,Omar Sharma,CLP,2022
ORD-000084,2024-12-23,Asia-Pacific,Singapore,Pharmaceuticals,Zinc Immune Support,386,48.63,18771.18,John Petrov,SGD,2024
ORD-000085,2023-04-18,Latin America,Colombia,Food & Beverage,Protein Supplement 2kg,102,18.66,1903.32,John Al-Rashid,COP,2023
ORD-000086,2024-09-18,Middle East,Saudi Arabia,Consumer Goods,Air Purifier Home,77,113.46,8736.42,Michael Zhang,SAR,2024
ORD-000087,2023-04-11,Asia-Pacific,Japan,Consumer Goods,Robot Vacuum V2,37,132.13,4888.81,James Lindqvist,JPY,2023
ORD-000088,2023-08-22,Europe,United Kingdom,Electronics,4K Monitor Pro,9,707.29,6365.61,Robert Diallo,GBP,2023
ORD-000089,2024-09-07,North America,United States,Food & Beverage,Energy Drink Case 24x,106,46.13,4889.78,Maria Williams,USD,2024
ORD-000090,2024-10-04,Latin America,Brazil,Apparel & Footwear,Tactical Boot,174,39.07,6798.18,Valentina Johnson,BRL,2024
ORD-000092,2024-02-19,Middle East,Egypt,Consumer Goods,Portable Blender,45,134.93,6071.85,Fatima Abbas,EGP,2024
ORD-000093,2022-07-23,Latin America,Colombia,Electronics,Portable SSD 2TB,15,943.29,14149.35,Robert Tanaka,COP,2022
ORD-000094,2023-05-07,Asia-Pacific,Singapore,Apparel & Footwear,Waterproof Jacket,24,53.67,1288.08,Carlos Smith,SGD,2023
ORD-000095,2022-03-08,Latin America,Chile,Raw Materials,Carbon Fiber Roll,659,201.24,132617.16,Fatima Patel,CLP,2022
ORD-000096,2023-02-10,North America,Mexico,Consumer Goods,Robot Vacuum V2,56,128.23,7180.88,Priya Anderson,MXN,2023
ORD-000097,2022-05-03,Europe,United Kingdom,Industrial Equipment,Hydraulic Press M3,5,2076.26,10381.3,Mei Abbas,GBP,2022
ORD-000098,2023-09-15,Asia-Pacific,South Korea,Apparel & Footwear,Tactical Boot,75,143.25,10743.75,Michael Lindqvist,KRW,2023
ORD-000099,2022-03-23,Latin America,Chile,Apparel & Footwear,Compression Leggings,173,154.57,26740.61,John Zhang,CLP,2022
ORD-000100,2022-02-12,Asia-Pacific,Japan,Apparel & Footwear,Waterproof Jacket,141,151.94,21423.54,David Abbas,JPY,2022
ORD-000101,2024-06-24,North America,United States,Raw Materials,Stainless Steel Rod,204,773.9,157875.6,Hassan Mueller,USD,2024
ORD-000102,2024-04-16,Latin America,Brazil,Raw Materials,Carbon Fiber Roll,661,284.97,188365.17,Ahmed Garcia,BRL,2024
ORD-000103,2024-03-31,Asia-Pacific,South Korea,Raw Materials,Carbon Fiber Roll,515,594.15,305987.25,Maria Patel,KRW,2024
ORD-000104,2022-08-26,North America,Canada,Food & Beverage,Protein Supplement 2kg,233,94.61,22044.13,Michael Smith,CAD,2022
ORD-000105,2023-01-20,Middle East,Turkey,Automotive Parts,Ceramic Brake Pad Set,54,232.61,12560.94,Robert Patel,TRY,2023
ORD-000106,2022-09-26,North America,United States,Food & Beverage,Freeze Dried Meal Pack,238,85.89,20441.82,Omar Diallo,USD,2022
ORD-000107,2023-09-29,North America,United States,Consumer Goods,Air Purifier Home,72,205.8,14817.6,Sophie Chen,USD,2023
ORD-000108,2022-11-12,Europe,Germany,Raw Materials,Copper Wire Spool 500m,891,508.53,453100.23,Fatima Taylor,EUR,2022
ORD-000109,2023-05-15,Asia-Pacific,South Korea,Raw Materials,Industrial Grade Resin,158,392.58,62027.64,Kwame Tanaka,KRW,2023
ORD-000110,2023-07-20,Middle East,Egypt,Industrial Equipment,Hydraulic Press M3,7,8624.44,60371.08,John Taylor,EGP,2023
ORD-000111,2024-09-29,Asia-Pacific,Japan,Food & Beverage,Protein Supplement 2kg,242,80.8,19553.6,Unknown,JPY,2024
ORD-000112,2023-10-22,Asia-Pacific,Australia,Automotive Parts,Synthetic Motor Oil 5L,32,460.64,14740.48,Hassan Mensah,AUD,2023
ORD-000113,2024-08-26,Europe,Italy,Electronics,Industrial Sensor X2,27,714.12,19281.24,Kwame Rossi,EUR,2024
ORD-000114,2024-10-25,Europe,Italy,Electronics,Wireless Headset X1,23,915.52,21056.96,Ahmed Patel,EUR,2024
ORD-000115,2022-10-23,North America,Mexico,Raw Materials,Copper Wire Spool 500m,714,375.35,267999.9,Sarah Chen,MXN,2022
ORD-000116,2024-03-25,Latin America,Colombia,Pharmaceuticals,Collagen Peptides Powder,155,50.88,7886.4,Valentina Lindqvist,COP,2024
ORD-000117,2022-03-15,Latin America,Colombia,Raw Materials,Stainless Steel Rod,225,461.78,103900.5,Robert Rossi,COP,2022
ORD-000118,2022-07-21,Asia-Pacific,China,Apparel & Footwear,Tactical Boot,203,165.5,33596.5,Ahmed Patel,CNY,2022
ORD-000119,2022-04-05,Europe,Netherlands,Food & Beverage,Premium Olive Oil 5L,36,34.14,1229.04,Fatima Petrov,EUR,2022
ORD-000120,2024-12-23,Asia-Pacific,South Korea,Industrial Equipment,CNC Milling Unit,4,5959.55,23838.2,Carlos Garcia,KRW,2024
ORD-000121,2023-05-09,North America,Mexico,Automotive Parts,Timing Belt Kit,75,263.89,19791.75,Sarah Sharma,MXN,2023
ORD-000122,2022-01-20,Latin America,Colombia,Raw Materials,Carbon Fiber Roll,413,615.55,254222.15,Fatima Rossi,COP,2022
ORD-000123,2023-12-09,Middle East,Saudi Arabia,Apparel & Footwear,Tactical Boot,109,253.74,27657.66,Robert Mueller,SAR,2023
ORD-000124,2024-02-27,Asia-Pacific,South Korea,Food & Beverage,Organic Coffee Blend 1kg,51,62.61,3193.11,Priya Mensah,KRW,2024
ORD-000125,2022-02-14,Middle East,Israel,Food & Beverage,Protein Supplement 2kg,277,70.58,19550.66,Unknown,ILS,2022
ORD-000126,2024-10-14,North America,Mexico,Electronics,Portable SSD 2TB,19,802.82,15253.58,Priya Zhang,MXN,2024
ORD-000127,2023-05-29,Asia-Pacific,China,Consumer Goods,Portable Blender,93,243.65,22659.45,Valentina Rossi,CNY,2023
ORD-000128,2023-09-25,Europe,Netherlands,Apparel & Footwear,Performance Running Shoe,13,158.21,2056.73,Hassan Petrov,EUR,2023
ORD-000129,2024-04-30,Europe,Germany,Food & Beverage,Protein Supplement 2kg,73,22.84,1667.32,Ingrid Petrov,EUR,2024
ORD-000130,2023-06-11,Middle East,Egypt,Food & Beverage,Organic Coffee Blend 1kg,517,87.27,45118.59,Amara Dubois,EGP,2023
ORD-000131,2022-10-16,Asia-Pacific,Japan,Raw Materials,Copper Wire Spool 500m,253,646.38,163534.14,Valentina Rossi,JPY,2022
ORD-000132,2024-03-19,Latin America,Peru,Pharmaceuticals,Vitamin D3 Supplement,251,12.53,3145.03,Ahmed Patel,PEN,2024
ORD-000133,2024-02-20,Asia-Pacific,Singapore,Food & Beverage,Freeze Dried Meal Pack,392,60.63,23766.96,Elena Al-Rashid,SGD,2024
ORD-000134,2023-11-03,Europe,Italy,Electronics,Portable SSD 2TB,18,997.62,17957.16,Robert Chen,EUR,2023
ORD-000135,2022-10-14,Latin America,Colombia,Automotive Parts,Ceramic Brake Pad Set,5,53.87,269.35,Fatima Diallo,COP,2022
ORD-000136,2022-10-05,North America,United States,Consumer Goods,Portable Blender,50,155.66,7783.0,Valentina Lindqvist,USD,2022
ORD-000137,2022-07-22,Latin America,Peru,Industrial Equipment,Industrial Air Compressor,11,9262.08,101882.88,Sophie Williams,PEN,2022
ORD-000138,2024-06-27,North America,Mexico,Pharmaceuticals,Omega-3 Fish Oil,131,44.92,5884.52,Elena Al-Rashid,MXN,2024
ORD-000139,2024-03-26,Asia-Pacific,India,Pharmaceuticals,Vitamin D3 Supplement,60,28.33,1699.8,Ravi Chen,INR,2024
ORD-000140,2023-11-15,Europe,Netherlands,Electronics,4K Monitor Pro,10,344.74,3447.4,Hassan Tanaka,EUR,2023
ORD-000142,2022-09-24,Middle East,United Arab Emirates,Food & Beverage,Organic Coffee Blend 1kg,426,54.27,23119.02,Carlos Al-Rashid,AED,2022
ORD-000143,2023-05-03,North America,United States,Electronics,Industrial Sensor X2,2,566.96,1133.92,Carlos Williams,USD,2023
ORD-000144,2022-08-21,North America,United States,Automotive Parts,Timing Belt Kit,65,410.89,26707.85,Ravi Petrov,USD,2022
ORD-000146,2022-05-05,Middle East,Israel,Raw Materials,Copper Wire Spool 500m,877,798.93,700661.61,Kwame Mueller,ILS,2022
ORD-000148,2024-12-22,Asia-Pacific,India,Pharmaceuticals,Zinc Immune Support,355,44.21,15694.55,Mei Mueller,INR,2024
ORD-000149,2023-03-17,North America,Mexico,Apparel & Footwear,Compression Leggings,56,86.36,4836.16,Sophie Brown,MXN,2023
ORD-000150,2023-10-03,Latin America,Chile,Automotive Parts,Ceramic Brake Pad Set,34,242.1,8231.4,Elena Okonkwo,CLP,2023
ORD-000151,2022-07-10,Latin America,Brazil,Apparel & Footwear,Performance Running Shoe,214,105.87,22656.18,Nadia Petrov,BRL,2022
ORD-000152,2023-11-07,Europe,Spain,Electronics,Portable SSD 2TB,32,759.24,24295.68,Elena Rossi,EUR,2023
ORD-000153,2023-10-02,Latin America,Brazil,Food & Beverage,Freeze Dried Meal Pack,320,40.03,12809.6,Michael Tanaka,BRL,2023
ORD-000154,2022-08-10,Europe,Netherlands,Raw Materials,Aluminum Sheet 2mm,625,337.58,210987.5,Elena Al-Rashid,EUR,2022
ORD-000155,2022-02-23,Asia-Pacific,India,Consumer Goods,Ergonomic Office Chair,68,176.77,12020.36,Omar Williams,INR,2022
ORD-000156,2023-11-27,North America,United States,Food & Beverage,Protein Supplement 2kg,122,45.69,5574.18,Sarah Abbas,USD,2023
ORD-000157,2022-07-07,Latin America,Brazil,Industrial Equipment,Hydraulic Press M3,4,8346.86,33387.44,Kwame Mueller,BRL,2022
ORD-000158,2023-10-01,Latin America,Colombia,Industrial Equipment,Conveyor Belt System,10,7722.91,77229.1,Mei Chen,COP,2023
ORD-000159,2022-04-12,North America,United States,Industrial Equipment,Welding Station Pro,4,6557.56,26230.24,Ravi Rossi,USD,2022
ORD-000160,2023-07-14,Latin America,Chile,Raw Materials,Industrial Grade Resin,587,232.83,136671.21,Ahmed Petrov,CLP,2023
ORD-000161,2024-09-23,Latin America,Brazil,Food & Beverage,Freeze Dried Meal Pack,170,53.19,9042.3,Maria Sharma,BRL,2024
ORD-000162,2023-02-23,Latin America,Peru,Electronics,4K Monitor Pro,11,267.31,2940.41,Sarah Williams,PEN,2023
ORD-000163,2024-10-15,Asia-Pacific,Australia,Apparel & Footwear,Performance Running Shoe,51,155.66,7938.66,Sarah Mensah,AUD,2024
ORD-000164,2024-03-24,Middle East,Saudi Arabia,Pharmaceuticals,Vitamin D3 Supplement,23,63.66,1464.18,Sophie Smith,SAR,2024
ORD-000165,2024-05-29,Latin America,Brazil,Pharmaceuticals,Collagen Peptides Powder,218,51.41,11207.38,Fatima Al-Rashid,BRL,2024
ORD-000166,2024-07-31,Latin America,Brazil,Pharmaceuticals,Omega-3 Fish Oil,209,75.61,15802.49,Wei Mueller,BRL,2024
ORD-000167,2024-03-31,North America,United States,Automotive Parts,Timing Belt Kit,45,248.63,11188.35,Fatima Brown,USD,2024
ORD-000168,2024-11-11,Europe,United Kingdom,Industrial Equipment,Hydraulic Press M3,10,7818.75,78187.5,Michael Tanaka,GBP,2024
ORD-000169,2022-07-30,Asia-Pacific,Australia,Industrial Equipment,CNC Milling Unit,4,2080.33,8321.32,Unknown,AUD,2022
ORD-000170,2024-10-08,Europe,Netherlands,Apparel & Footwear,Waterproof Jacket,156,106.62,16632.72,Hassan Patel,EUR,2024
ORD-000171,2022-11-06,Middle East,Egypt,Pharmaceuticals,Probiotic Complex,294,50.94,14976.36,Ravi Anderson,EGP,2022
ORD-000172,2024-11-05,Asia-Pacific,Australia,Electronics,Industrial Sensor X2,36,180.1,6483.6,Ravi Johnson,AUD,2024
ORD-000173,2022-07-04,North America,Canada,Food & Beverage,Premium Olive Oil 5L,295,65.11,19207.45,Kwame Patel,CAD,2022
ORD-000174,2023-01-21,Middle East,Egypt,Electronics,Smart Router Z5,26,297.86,7744.36,Michael Okonkwo,EGP,2023
ORD-000175,2022-06-22,North America,Canada,Apparel & Footwear,Merino Wool Sweater,51,113.65,5796.15,Maria Sharma,CAD,2022
ORD-000177,2023-11-07,Middle East,United Arab Emirates,Pharmaceuticals,Vitamin D3 Supplement,242,23.19,5611.98,Fatima Williams,AED,2023
ORD-000178,2022-10-17,Middle East,Saudi Arabia,Pharmaceuticals,Vitamin D3 Supplement,171,78.13,13360.23,Robert Rossi,SAR,2022
ORD-000179,2024-02-11,Latin America,Argentina,Apparel & Footwear,Merino Wool Sweater,71,104.93,7450.03,Sarah Rossi,ARS,2024
ORD-000180,2024-01-12,Middle East,United Arab Emirates,Automotive Parts,Timing Belt Kit,34,32.77,1114.18,Carlos Tanaka,AED,2024
ORD-000181,2022-10-09,Asia-Pacific,South Korea,Consumer Goods,Air Purifier Home,39,74.68,2912.52,Ahmed Taylor,KRW,2022
ORD-000182,2022-09-26,Middle East,Egypt,Electronics,Industrial Sensor X2,10,585.23,5852.3,Carlos Garcia,EGP,2022
ORD-000183,2024-04-21,Middle East,Saudi Arabia,Raw Materials,Copper Wire Spool 500m,708,307.05,217391.4,Priya Patel,SAR,2024
ORD-000184,2024-12-29,Middle East,Israel,Raw Materials,Aluminum Sheet 2mm,1347,309.64,417085.08,Amara Tanaka,ILS,2024
ORD-000185,2023-08-01,Asia-Pacific,Singapore,Raw Materials,Industrial Grade Resin,565,684.27,386612.55,Michael Mueller,SGD,2023
ORD-000186,2022-04-17,Europe,France,Industrial Equipment,Conveyor Belt System,5,6261.63,31308.15,Ingrid Al-Rashid,EUR,2022
ORD-000187,2022-11-25,Middle East,United Arab Emirates,Food & Beverage,Premium Olive Oil 5L,567,38.18,21648.06,Michael Okonkwo,AED,2022
ORD-000188,2023-12-17,Latin America,Brazil,Consumer Goods,Ergonomic Office Chair,72,441.51,31788.72,Maria Mensah,BRL,2023
ORD-000189,2022-06-17,Middle East,Israel,Consumer Goods,Ergonomic Office Chair,4,150.9,603.6,John Al-Rashid,ILS,2022
ORD-000190,2023-08-11,Asia-Pacific,China,Industrial Equipment,Hydraulic Press M3,8,9952.47,79619.76,Omar Okonkwo,CNY,2023
ORD-000191,2022-02-08,Latin America,Chile,Electronics,4K Monitor Pro,8,237.83,1902.64,Ingrid Zhang,CLP,2022
ORD-000192,2023-05-02,Middle East,Turkey,Apparel & Footwear,Merino Wool Sweater,17,74.68,1269.56,Priya Mueller,TRY,2023
ORD-000193,2024-10-20,Middle East,Turkey,Apparel & Footwear,Performance Running Shoe,9,129.62,1166.58,Robert Taylor,TRY,2024
ORD-000194,2024-05-29,Middle East,Saudi Arabia,Industrial Equipment,Conveyor Belt System,6,514.85,3089.1,Priya Abbas,SAR,2024
ORD-000940,2024-01-11,Latin America,Chile,Raw Materials,Stainless Steel Rod,393,644.13,253143.09,Sarah Smith,CLP,2024
ORD-000195,2024-01-09,Latin America,Argentina,Apparel & Footwear,Compression Leggings,118,30.73,3626.14,Ingrid Taylor,ARS,2024
ORD-000196,2024-08-20,Middle East,Egypt,Electronics,Smart Router Z5,27,135.27,3652.29,Elena Williams,EGP,2024
ORD-000197,2023-05-09,North America,Canada,Apparel & Footwear,Merino Wool Sweater,165,145.93,24078.45,Ahmed Abbas,CAD,2023
ORD-000198,2023-11-25,Asia-Pacific,China,Electronics,Industrial Sensor X2,14,898.72,12582.08,Valentina Patel,CNY,2023
ORD-000199,2024-07-26,Latin America,Argentina,Industrial Equipment,Hydraulic Press M3,4,936.47,3745.88,Maria Tanaka,ARS,2024
ORD-000200,2024-03-26,North America,Canada,Food & Beverage,Freeze Dried Meal Pack,259,80.21,20774.39,Amara Williams,CAD,2024
ORD-000201,2024-01-02,North America,Mexico,Consumer Goods,Robot Vacuum V2,5,258.82,1294.1,Robert Brown,MXN,2024
ORD-000202,2024-03-30,Asia-Pacific,Japan,Pharmaceuticals,Zinc Immune Support,181,56.51,10228.31,John Garcia,JPY,2024
ORD-000203,2023-07-01,Latin America,Chile,Pharmaceuticals,Collagen Peptides Powder,244,73.33,17892.52,Wei Mueller,CLP,2023
